ZCTA5,STATE,CD
47842,18,8
47846,18,8
47847,18,8
47848,18,8
47849,18,8
47850,18,8
47853,18,8
47854,18,8
47855,18,8
47857,18,8
47858,18,8
47859,18,8
47860,18,8
47861,18,8
47862,18,8
47863,18,8
47865,18,8
47866,18,8
47868,18,8
47869,18,8
47871,18,8
47872,18,8
47874,18,8
47876,18,8
47879,18,8
47880,18,8
47881,18,8
47882,18,8
47884,18,8
47885,18,8
47901,18,4
47904,18,4
47905,18,4
47906,18,4
47906,18,8
47907,18,4
47909,18,4
47916,18,4
47917,18,1
47917,18,8
47918,18,4
47918,18,8
47920,18,2
47920,18,4
47921,18,1
47921,18,8
47922,18,1
47923,18,2
47923,18,4
47924,18,4
47925,18,2
47926,18,2
47928,18,8
47929,18,4
47930,18,4
47932,18,4
47932,18,8
47933,18,4
47940,18,4
47941,18,4
47942,18,1
47943,18,1
47944,18,1
47946,18,1
47946,18,2
47948,18,1
47949,18,4
47950,18,2
47951,18,1
47952,18,4
47952,18,8
47954,18,4
47954,18,8
47955,18,4
47957,18,1
47957,18,2
47958,18,4
47959,18,1
47959,18,4
47960,18,2
47960,18,4
47963,18,1
47964,18,1
47965,18,4
47966,18,8
47967,18,4
47968,18,4
47969,18,8
47970,18,1
47970,18,4
47970,18,8
47971,18,1
47974,18,8
47975,18,1
47975,18,8
47977,18,1
47978,18,1
47978,18,4
47980,18,4
47981,18,4
47982,18,8
47983,18,4
47987,18,4
47987,18,8
47989,18,4
47989,18,8
47990,18,4
47991,18,8
47992,18,4
47993,18,8
47994,18,4
47995,18,1
47995,18,4
47997,18,2
48001,26,10
48002,26,10
48003,26,10
48005,26,10
48006,26,10
48009,26,9
48014,26,10
48015,26,12
48017,26,9
48021,26,12
48022,26,10
48023,26,10
48025,26,9
48026,26,12
48027,26,10
48028,26,10
48030,26,12
48032,26,10
48033,26,12
48034,26,9
48034,26,12
48035,26,12
48036,26,10
48036,26,12
48038,26,12
48039,26,10
48040,26,10
48041,26,10
48042,26,10
48043,26,12
48044,26,10
48045,26,10
48045,26,12
48047,26,10
48048,26,10
48049,26,10
48050,26,10
48051,26,10
48054,26,10
48059,26,10
48060,26,10
48062,26,10
48063,26,10
48064,26,10
48065,26,10
48066,26,12
48067,26,9
48067,26,12
48069,26,12
48070,26,12
48071,26,9
48071,26,12
48072,26,9
48073,26,9
48074,26,10
48075,26,12
48076,26,9
48076,26,12
48079,26,10
48080,26,12
48081,26,12
48082,26,12
48083,26,9
48084,26,9
48085,26,9
48088,26,12
48089,26,12
48091,26,12
48092,26,12
48093,26,12
48094,26,10
48095,26,10
48096,26,10
48097,26,10
48098,26,9
48101,26,14
48103,26,7
48103,26,15
48104,26,15
48105,26,7
48105,26,15
48108,26,7
48108,26,15
48109,26,15
48111,26,11
48111,26,15
48114,26,8
48116,26,8
48117,26,15
48118,26,7
48120,26,14
48122,26,14
48124,26,14
48124,26,15
48125,26,15
48126,26,13
48126,26,14
48126,26,15
48127,26,11
48127,26,15
48128,26,15
48130,26,7
48131,26,15
48133,26,15
48134,26,15
48135,26,11
48137,26,7
48137,26,8
48138,26,14
48139,26,8
48140,26,15
48141,26,15
48143,26,8
48144,26,15
48145,26,15
48146,26,13
48150,26,11
48152,26,11
48154,26,11
48157,26,15
48158,26,7
48159,26,15
48160,26,15
48161,26,15
48162,26,15
48164,26,15
48165,26,11
48166,26,15
48167,26,7
48167,26,9
48167,26,11
48168,26,7
48168,26,11
48169,26,7
48169,26,8
48170,26,7
48170,26,11
48170,26,15
48173,26,14
48173,26,15
48174,26,11
48174,26,15
48176,26,7
48176,26,15
48177,26,15
48178,26,7
48178,26,8
48178,26,11
48179,26,15
48180,26,15
48182,26,15
48183,26,14
48183,26,15
48184,26,11
48184,26,15
48185,26,11
48186,26,11
48186,26,15
48187,26,11
48188,26,11
48189,26,7
48189,26,8
48190,26,15
48191,26,15
48192,26,13
48192,26,14
48193,26,14
48193,26,15
48195,26,13
48195,26,14
48197,26,15
48198,26,15
48201,26,13
48202,26,13
48203,26,14
48204,26,13
48204,26,14
48205,26,13
48206,26,13
48206,26,14
48207,26,13
48208,26,13
48209,26,13
48210,26,13
48211,26,13
48211,26,14
48212,26,13
48212,26,14
48213,26,13
48214,26,13
48215,26,13
48216,26,13
48217,26,13
48218,26,13
48219,26,14
48220,26,12
48221,26,14
48223,26,11
48223,26,14
48224,26,13
48225,26,13
48226,26,13
48227,26,14
48228,26,14
48228,26,15
48229,26,13
48230,26,13
48233,26,13
48234,26,13
48234,26,14
48235,26,14
48236,26,12
48236,26,13
48237,26,12
48238,26,13
48238,26,14
48239,26,11
48239,26,14
48240,26,11
48240,26,14
48242,26,15
48243,26,13
48301,26,9
48302,26,9
48304,26,9
48306,26,9
48306,26,10
48307,26,9
48309,26,9
48310,26,10
48310,26,12
48312,26,10
48312,26,12
48313,26,10
48314,26,10
48315,26,10
48316,26,10
48317,26,10
48320,26,9
48322,26,9
48322,26,11
48323,26,9
48323,26,11
48324,26,9
48326,26,9
48327,26,9
48328,26,9
48329,26,8
48329,26,9
48329,26,11
48331,26,9
48334,26,9
48335,26,9
48336,26,9
48340,26,9
48341,26,9
48342,26,9
48346,26,8
48346,26,9
48346,26,11
48348,26,8
48350,26,8
48353,26,8
48356,26,11
48357,26,11
48359,26,8
48359,26,9
48360,26,8
48360,26,9
48362,26,8
48362,26,9
48363,26,9
48367,26,8
48370,26,8
48370,26,9
48371,26,8
48371,26,10
48374,26,11
48375,26,11
48377,26,11
48380,26,8
48380,26,11
48381,26,11
48382,26,9
48382,26,11
48383,26,11
48386,26,8
48386,26,11
48390,26,11
48393,26,11
48397,26,12
48401,26,10
48411,26,5
48412,26,10
48413,26,10
48414,26,8
48415,26,4
48415,26,5
48416,26,10
48417,26,4
48418,26,5
48418,26,8
48419,26,10
48420,26,5
48421,26,5
48421,26,10
48422,26,10
48423,26,5
48423,26,10
48426,26,10
48427,26,10
48428,26,8
48428,26,10
48429,26,4
48429,26,5
48429,26,8
48430,26,5
48430,26,8
48432,26,10
48433,26,4
48433,26,5
48434,26,10
48435,26,5
48435,26,10
48436,26,4
48436,26,5
48436,26,8
48437,26,5
48438,26,5
48438,26,10
48439,26,5
48439,26,8
48440,26,10
48441,26,10
48442,26,5
48442,26,8
48442,26,11
48444,26,10
48445,26,10
48446,26,10
48449,26,4
48449,26,5
48450,26,10
48451,26,5
48451,26,8
48453,26,5
48453,26,10
48454,26,10
48455,26,10
48456,26,10
48457,26,4
48457,26,5
48458,26,5
48460,26,4
48461,26,10
48462,26,5
48462,26,8
48462,26,10
48463,26,5
48464,26,5
48464,26,10
48465,26,10
48466,26,10
48467,26,10
48468,26,10
48469,26,10
48470,26,10
48471,26,10
48472,26,10
48473,26,5
48475,26,10
48476,26,4
48502,26,5
48503,26,5
48504,26,5
48505,26,5
48506,26,5
48507,26,5
48509,26,5
48519,26,5
48529,26,5
48532,26,5
48551,26,5
48553,26,5
48554,26,5
48601,26,4
48601,26,5
48602,26,4
48602,26,5
48603,26,4
48604,26,4
48604,26,5
48607,26,5
48609,26,4
48610,26,1
48611,26,1
48612,26,1
48612,26,4
48613,26,1
48614,26,4
48615,26,4
48616,26,4
48617,26,4
48618,26,1
48618,26,4
48619,26,1
48621,26,1
48622,26,4
48623,26,1
48623,26,4
48623,26,5
48624,26,1
48624,26,4
48625,26,4
48626,26,4
48627,26,4
48628,26,1
48628,26,4
48629,26,4
48630,26,4
48631,26,1
48631,26,5
48632,26,4
48633,26,4
48634,26,1
48635,26,1
48636,26,1
48637,26,4
48638,26,4
48638,26,5
48640,26,4
48642,26,1
48642,26,4
48647,26,1
48649,26,4
48650,26,1
48651,26,4
48652,26,1
48652,26,4
48653,26,1
48653,26,4
48654,26,1
48655,26,4
48656,26,4
48657,26,4
48658,26,1
48659,26,1
48661,26,1
48662,26,4
48667,26,4
48701,26,5
48703,26,1
48705,26,1
48706,26,1
48706,26,5
48708,26,5
48710,26,5
48720,26,10
48721,26,1
48722,26,4
48722,26,5
48723,26,5
48724,26,4
48725,26,10
48726,26,5
48726,26,10
48727,26,5
48727,26,10
48728,26,1
48729,26,5
48730,26,1
48731,26,10
48732,26,5
48733,26,5
48734,26,5
48735,26,5
48735,26,10
48737,26,1
48738,26,1
48739,26,1
48740,26,1
48741,26,5
48742,26,1
48743,26,1
48744,26,5
48744,26,10
48745,26,1
48746,26,5
48747,26,5
48748,26,1
48749,26,1
48750,26,1
48754,26,10
48755,26,10
48756,26,1
48757,26,5
48759,26,5
48759,26,10
48760,26,5
48760,26,10
48761,26,1
48762,26,1
48763,26,1
48765,26,1
48766,26,1
48767,26,5
48767,26,10
48768,26,5
48770,26,1
48801,26,4
48806,26,4
48807,26,4
48808,26,8
48809,26,3
48809,26,4
48811,26,4
48813,26,7
48815,26,3
48816,26,8
48817,26,4
48817,26,8
48818,26,4
48819,26,8
48820,26,8
48821,26,7
48821,26,8
48822,26,8
48823,26,8
48825,26,8
48827,26,7
48827,26,8
48829,26,4
48831,26,4
48831,26,8
48832,26,4
48834,26,3
48834,26,4
48835,26,4
48835,26,8
48836,26,8
48837,26,3
48837,26,7
48837,26,8
48838,26,3
48838,26,4
48840,26,8
48841,26,4
48842,26,8
48843,26,8
48845,26,3
48845,26,4
48845,26,8
48846,26,3
48847,26,4
48848,26,8
48849,26,3
48849,26,7
48850,26,4
48851,26,3
48852,26,4
48853,26,8
48854,26,8
48855,26,8
48856,26,4
48857,26,8
48858,26,4
48860,26,3
48861,26,3
48861,26,7
48864,26,8
48865,26,3
48866,26,4
48866,26,8
48867,26,4
48867,26,8
48870,26,3
48871,26,4
48872,26,8
48873,26,3
48873,26,8
48874,26,4
48875,26,3
48875,26,8
48876,26,7
48877,26,4
48878,26,4
48879,26,4
48879,26,8
48880,26,4
48881,26,3
48883,26,4
48884,26,4
48885,26,4
48886,26,4
48888,26,4
48889,26,4
48890,26,3
48890,26,7
48891,26,4
48892,26,8
48893,26,4
48894,26,8
48895,26,8
48896,26,4
48897,26,3
48897,26,7
48906,26,7
48906,26,8
48910,26,8
48911,26,7
48911,26,8
48912,26,8
48915,26,8
48917,26,7
48917,26,8
48921,26,8
48933,26,8
49001,26,6
49002,26,6
49004,26,6
49006,26,6
49007,26,6
49008,26,6
49009,26,6
49010,26,2
49010,26,6
49011,26,6
49011,26,7
49012,26,6
49012,26,7
49013,26,6
49014,26,6
49014,26,7
49015,26,6
49015,26,7
49017,26,3
49017,26,7
49021,26,3
49021,26,7
49022,26,6
49024,26,6
49026,26,6
49027,26,6
49028,26,7
49029,26,7
49030,26,6
49030,26,7
49031,26,6
49032,26,6
49033,26,7
49034,26,6
49034,26,7
49036,26,7
49037,26,7
49038,26,6
49040,26,6
49040,26,7
49042,26,6
49043,26,6
49045,26,6
49046,26,3
49047,26,6
49048,26,6
49050,26,3
49051,26,6
49051,26,7
49052,26,6
49052,26,7
49053,26,6
49055,26,6
49056,26,6
49057,26,6
49058,26,3
49060,26,3
49060,26,6
49061,26,6
49064,26,6
49065,26,6
49066,26,6
49067,26,6
49068,26,7
49070,26,6
49071,26,6
49072,26,6
49073,26,3
49073,26,7
49074,26,6
49075,26,6
49076,26,7
49078,26,6
49079,26,6
49080,26,3
49080,26,6
49082,26,7
49083,26,3
49083,26,6
49084,26,6
49085,26,6
49087,26,6
49088,26,6
49089,26,7
49090,26,6
49091,26,6
49092,26,7
49093,26,6
49094,26,7
49095,26,6
49096,26,7
49097,26,6
49098,26,6
49099,26,6
49101,26,6
49102,26,6
49103,26,6
49104,26,6
49106,26,6
49107,26,6
49111,26,6
49112,26,6
49113,26,6
49115,26,6
49116,26,6
49117,26,6
49119,26,6
49120,26,6
49125,26,6
49126,26,6
49127,26,6
49128,26,6
49129,26,6
49130,26,6
49201,26,7
49202,26,7
49203,26,7
49220,26,7
49221,26,7
49224,26,7
49227,26,7
49228,26,7
49229,26,7
49229,26,15
49230,26,7
49232,26,7
49233,26,7
49234,26,7
49235,26,7
49236,26,7
49237,26,7
49238,26,7
49238,26,15
49240,26,7
49241,26,7
49242,26,7
49245,26,7
49246,26,7
49247,26,7
49248,26,7
49249,26,7
49250,26,7
49251,26,7
49251,26,8
49252,26,7
49253,26,7
49254,26,7
49255,26,7
49256,26,7
49259,26,7
49261,26,7
49262,26,7
49263,26,7
49264,26,7
49264,26,8
49265,26,7
49266,26,7
49267,26,7
49267,26,15
49268,26,7
49269,26,7
49270,26,15
49271,26,7
49272,26,7
49274,26,7
49276,26,7
49276,26,15
49277,26,7
49279,26,7
49282,26,7
49283,26,7
49284,26,7
49285,26,7
49285,26,8
49286,26,7
49287,26,7
49288,26,7
49289,26,7
49301,26,3
49302,26,3
49303,26,2
49304,26,2
49305,26,4
49306,26,3
49307,26,2
49307,26,4
49309,26,2
49310,26,4
49312,26,2
49315,26,2
49315,26,3
49315,26,6
49316,26,3
49316,26,6
49318,26,2
49319,26,2
49319,26,3
49320,26,4
49321,26,2
49321,26,3
49322,26,4
49323,26,2
49323,26,6
49325,26,3
49326,26,3
49326,26,4
49327,26,2
49328,26,2
49328,26,6
49329,26,2
49329,26,4
49330,26,2
49331,26,3
49332,26,4
49333,26,3
49333,26,6
49335,26,6
49336,26,2
49336,26,4
49337,26,2
49337,26,4
49338,26,2
49338,26,4
49339,26,4
49340,26,4
49341,26,3
49342,26,4
49343,26,2
49343,26,3
49343,26,4
49344,26,3
49344,26,6
49345,26,2
49345,26,3
49346,26,2
49346,26,4
49347,26,3
49347,26,4
49348,26,3
49348,26,6
49349,26,2
49401,26,2
49402,26,2
49403,26,2
49404,26,2
49405,26,2
49406,26,2
49408,26,2
49408,26,6
49410,26,2
49411,26,2
49412,26,2
49415,26,2
49417,26,2
49418,26,2
49418,26,3
49419,26,2
49420,26,2
49421,26,2
49423,26,2
49424,26,2
49425,26,2
49426,26,2
49428,26,2
49431,26,2
49434,26,2
49435,26,2
49436,26,2
49437,26,2
49440,26,2
49441,26,2
49442,26,2
49444,26,2
49445,26,2
49446,26,2
49448,26,2
49449,26,2
49450,26,6
49451,26,2
49452,26,2
49453,26,2
49454,26,2
49455,26,2
49456,26,2
49457,26,2
49458,26,2
49459,26,2
49460,26,2
49461,26,2
49464,26,2
49503,26,3
49504,26,3
49505,26,3
49506,26,3
49507,26,3
49508,26,3
49509,26,3
49512,26,3
49519,26,3
49525,26,3
49534,26,2
49534,26,3
49544,26,2
49544,26,3
49546,26,3
49548,26,3
49601,26,2
49601,26,4
49611,26,1
49612,26,1
49612,26,4
49613,26,2
49614,26,2
49615,26,1
49616,26,2
49617,26,2
49618,26,2
49619,26,2
49620,26,2
49620,26,4
49621,26,4
49622,26,1
49623,26,2
49625,26,2
49626,26,2
49627,26,1
49628,26,2
49629,26,1
49630,26,2
49630,26,4
49631,26,4
49632,26,4
49633,26,2
49633,26,4
49634,26,2
49635,26,2
49636,26,4
49637,26,4
49638,26,2
49639,26,4
49640,26,2
49642,26,2
49643,26,2
49643,26,4
49644,26,2
49645,26,2
49646,26,4
49648,26,1
49649,26,2
49649,26,4
49650,26,2
49651,26,4
49653,26,4
49654,26,4
49655,26,2
49655,26,4
49656,26,2
49657,26,4
49659,26,1
49659,26,4
49660,26,2
49663,26,2
49663,26,4
49664,26,4
49665,26,4
49666,26,4
49667,26,4
49668,26,2
49670,26,4
49674,26,4
49675,26,2
49676,26,1
49676,26,4
49677,26,2
49677,26,4
49679,26,4
49680,26,4
49682,26,4
49683,26,2
49683,26,4
49684,26,2
49684,26,4
49686,26,4
49688,26,2
49688,26,4
49689,26,2
49690,26,1
49690,26,4
49701,26,1
49705,26,1
49706,26,1
49707,26,1
49709,26,1
49710,26,1
49712,26,1
49713,26,1
49715,26,1
49716,26,1
49717,26,1
49718,26,1
49719,26,1
49720,26,1
49721,26,1
49722,26,1
49724,26,1
49725,26,1
49726,26,1
49727,26,1
49728,26,1
49729,26,1
49730,26,1
49733,26,1
49735,26,1
49736,26,1
49738,26,1
49738,26,4
49740,26,1
49743,26,1
49744,26,1
49745,26,1
49746,26,1
49747,26,1
49748,26,1
49749,26,1
49751,26,1
49752,26,1
49753,26,1
49755,26,1
49756,26,1
49757,26,1
49759,26,1
49760,26,1
49762,26,1
49764,26,1
49765,26,1
49766,26,1
49768,26,1
49769,26,1
49770,26,1
49774,26,1
49775,26,1
49776,26,1
49777,26,1
49779,26,1
49780,26,1
49781,26,1
49782,26,1
49783,26,1
49788,26,1
49791,26,1
49793,26,1
49795,26,1
49796,26,1
49799,26,1
49801,26,1
49802,26,1
49805,26,1
49806,26,1
49807,26,1
49808,26,1
49812,26,1
49814,26,1
49815,26,1
49816,26,1
49817,26,1
49818,26,1
49819,26,1
49820,26,1
49821,26,1
49822,26,1
49825,26,1
49826,26,1
49827,26,1
49829,26,1
49831,26,1
49833,26,1
49834,26,1
49835,26,1
49836,26,1
49837,26,1
49838,26,1
49839,26,1
49840,26,1
49841,26,1
49847,26,1
49848,26,1
49849,26,1
49852,26,1
49853,26,1
49854,26,1
49855,26,1
49858,26,1
49861,26,1
49862,26,1
49863,26,1
49864,26,1
49866,26,1
49868,26,1
49870,26,1
49871,26,1
49872,26,1
49873,26,1
49874,26,1
49876,26,1
49877,26,1
49878,26,1
49879,26,1
49880,26,1
49881,26,1
49883,26,1
49884,26,1
49885,26,1
49886,26,1
49887,26,1
49891,26,1
49892,26,1
49893,26,1
49894,26,1
49895,26,1
49896,26,1
49901,26,1
49902,26,1
49903,26,1
49905,26,1
49908,26,1
49910,26,1
49911,26,1
49912,26,1
49913,26,1
49915,26,1
49916,26,1
49917,26,1
49918,26,1
49919,26,1
49920,26,1
49921,26,1
49922,26,1
49925,26,1
49927,26,1
49929,26,1
49930,26,1
49931,26,1
49934,26,1
49935,26,1
49938,26,1
49942,26,1
49945,26,1
49946,26,1
49947,26,1
49948,26,1
49950,26,1
49952,26,1
49953,26,1
49955,26,1
49958,26,1
49959,26,1
49960,26,1
49961,26,1
49962,26,1
49963,26,1
49965,26,1
49967,26,1
49968,26,1
49969,26,1
49970,26,1
49971,26,1
50001,19,4
50002,19,5
50003,19,4
50005,19,4
50006,19,4
50007,19,3
50008,19,2
50009,19,3
50010,19,4
50011,19,4
50012,19,4
50014,19,4
50020,19,5
50021,19,3
50022,19,5
50023,19,3
50025,19,5
50026,19,4
50026,19,5
50027,19,3
50028,19,3
50029,19,4
50029,19,5
50032,19,3
50033,19,4
50034,19,4
50035,19,3
50036,19,4
50038,19,4
50039,19,4
50041,19,4
50042,19,5
50044,19,3
50046,19,3
50046,19,4
50047,19,3
50047,19,4
50048,19,5
50049,19,2
50049,19,3
50050,19,4
50051,19,4
50052,19,2
50054,19,3
50055,19,3
50055,19,4
50056,19,4
50057,19,3
50058,19,4
50058,19,5
50060,19,2
50061,19,3
50061,19,4
50062,19,3
50063,19,4
50064,19,4
50065,19,5
50066,19,4
50067,19,5
50068,19,2
50068,19,3
50069,19,4
50070,19,4
50070,19,5
50071,19,4
50072,19,4
50073,19,3
50074,19,5
50075,19,4
50076,19,5
50078,19,4
50101,19,4
50102,19,4
50103,19,5
50104,19,3
50105,19,4
50106,19,3
50106,19,4
50107,19,4
50108,19,5
50109,19,3
50109,19,4
50111,19,3
50111,19,4
50112,19,3
50115,19,5
50116,19,3
50117,19,5
50118,19,4
50119,19,3
50120,19,4
50122,19,4
50123,19,2
50123,19,3
50123,19,5
50124,19,3
50124,19,4
50125,19,4
50126,19,4
50127,19,3
50128,19,4
50128,19,5
50129,19,4
50130,19,4
50131,19,3
50132,19,4
50133,19,5
50134,19,4
50135,19,3
50136,19,3
50138,19,3
50139,19,3
50139,19,4
50140,19,5
50141,19,3
50141,19,4
50142,19,4
50143,19,3
50144,19,5
50146,19,4
50147,19,2
50147,19,5
50148,19,4
50149,19,4
50149,19,5
50150,19,3
50151,19,3
50151,19,4
50153,19,3
50154,19,4
50155,19,4
50155,19,5
50156,19,3
50156,19,4
50157,19,3
50158,19,3
50158,19,4
50160,19,4
50161,19,3
50161,19,4
50162,19,4
50163,19,3
50164,19,5
50165,19,2
50166,19,4
50167,19,4
50168,19,3
50169,19,3
50170,19,3
50171,19,3
50173,19,3
50174,19,5
50201,19,4
50206,19,4
50207,19,3
50208,19,3
50210,19,4
50210,19,5
50211,19,4
50212,19,4
50213,19,5
50214,19,3
50216,19,5
50217,19,4
50218,19,4
50219,19,3
50220,19,4
50222,19,4
50223,19,4
50225,19,3
50225,19,4
50226,19,3
50226,19,4
50227,19,4
50228,19,3
50229,19,4
50230,19,4
50231,19,4
50232,19,3
50233,19,4
50233,19,5
50234,19,3
50234,19,4
50235,19,4
50236,19,4
50237,19,3
50238,19,2
50238,19,3
50239,19,4
50240,19,4
50242,19,3
50243,19,3
50243,19,4
50244,19,3
50244,19,4
50246,19,4
50247,19,4
50248,19,4
50249,19,4
50250,19,5
50251,19,3
50252,19,3
50254,19,5
50255,19,3
50256,19,3
50257,19,4
50257,19,5
50258,19,4
50261,19,4
50262,19,5
50263,19,4
50264,19,5
50265,19,3
50266,19,3
50266,19,4
50268,19,3
50271,19,4
50272,19,3
50273,19,4
50274,19,5
50275,19,5
50276,19,4
50277,19,4
50277,19,5
50278,19,4
50309,19,3
50310,19,3
50311,19,3
50312,19,3
50313,19,3
50314,19,3
50315,19,3
50316,19,3
50317,19,3
50319,19,3
50320,19,3
50320,19,4
50321,19,3
50322,19,3
50323,19,3
50323,19,4
50324,19,3
50325,19,3
50325,19,4
50327,19,3
50401,19,4
50420,19,4
50421,19,4
50423,19,4
50424,19,4
50426,19,4
50428,19,4
50430,19,4
50431,19,4
50432,19,4
50433,19,1
50433,19,4
50434,19,4
50435,19,4
50436,19,4
50438,19,4
50439,19,4
50440,19,4
50441,19,4
50444,19,4
50446,19,4
50447,19,4
50448,19,4
50449,19,4
50450,19,4
50451,19,4
50452,19,4
50453,19,4
50454,19,4
50455,19,4
50456,19,4
50457,19,4
50458,19,4
50459,19,4
50460,19,4
50461,19,4
50464,19,4
50465,19,4
50466,19,4
50467,19,4
50468,19,4
50469,19,4
50470,19,4
50471,19,4
50472,19,4
50473,19,4
50475,19,4
50476,19,4
50477,19,4
50478,19,4
50479,19,4
50480,19,4
50482,19,4
50483,19,4
50484,19,4
50501,19,4
50510,19,4
50510,19,5
50511,19,4
50514,19,4
50515,19,4
50515,19,5
50516,19,4
50517,19,4
50518,19,4
50519,19,4
50520,19,4
50521,19,4
50522,19,4
50523,19,4
50524,19,4
50525,19,4
50527,19,4
50528,19,4
50529,19,4
50530,19,4
50531,19,4
50532,19,4
50533,19,4
50535,19,5
50536,19,4
50538,19,4
50539,19,4
50540,19,4
50541,19,4
50542,19,4
50543,19,4
50544,19,4
50545,19,4
50546,19,4
50548,19,4
50551,19,4
50554,19,4
50554,19,5
50556,19,4
50557,19,4
50558,19,4
50559,19,4
50560,19,4
50561,19,4
50561,19,5
50562,19,4
50563,19,4
50565,19,5
50566,19,4
50567,19,5
50568,19,5
50569,19,4
50570,19,4
50571,19,4
50573,19,4
50574,19,4
50575,19,4
50576,19,5
50577,19,4
50578,19,4
50579,19,4
50581,19,4
50582,19,4
50583,19,5
50585,19,5
50586,19,4
50588,19,5
50590,19,4
50591,19,4
50593,19,4
50594,19,4
50595,19,4
50597,19,4
50598,19,4
50599,19,4
50601,19,1
50601,19,3
50601,19,4
50602,19,1
50603,19,4
50604,19,1
50604,19,3
50605,19,1
50605,19,4
50606,19,1
50607,19,1
50609,19,3
50609,19,4
50611,19,1
50612,19,1
50612,19,3
50613,19,1
50613,19,3
50616,19,4
50619,19,1
50620,19,4
50621,19,3
50621,19,4
50622,19,1
50624,19,3
50625,19,1
50625,19,4
50626,19,1
50627,19,3
50627,19,4
50628,19,4
50629,19,1
50630,19,1
50630,19,4
50632,19,3
50632,19,4
50633,19,4
50634,19,1
50635,19,3
50635,19,4
50636,19,1
50636,19,4
50638,19,3
50641,19,1
50642,19,3
50643,19,1
50643,19,3
50644,19,1
50645,19,1
50645,19,4
50647,19,1
50648,19,1
50650,19,1
50651,19,1
50651,19,3
50652,19,3
50653,19,4
50654,19,1
50655,19,1
50658,19,4
50659,19,4
50660,19,1
50660,19,3
50662,19,1
50664,19,1
50665,19,1
50665,19,3
50666,19,1
50667,19,1
50668,19,1
50669,19,1
50669,19,3
50670,19,1
50671,19,1
50672,19,3
50672,19,4
50673,19,3
50674,19,1
50674,19,4
50675,19,1
50675,19,3
50676,19,1
50677,19,1
50680,19,3
50681,19,1
50682,19,1
50701,19,1
50702,19,1
50703,19,1
50707,19,1
50801,19,5
50830,19,5
50833,19,5
50835,19,5
50836,19,5
50837,19,5
50839,19,5
50840,19,5
50841,19,5
50842,19,5
50843,19,5
50845,19,5
50846,19,5
50847,19,5
50848,19,5
50849,19,5
50851,19,5
50853,19,5
50854,19,5
50857,19,5
50858,19,5
50859,19,5
50860,19,5
50861,19,5
50862,19,5
50863,19,5
50864,19,5
51001,19,5
51001,46,0
51002,19,5
51003,19,5
51004,19,5
51005,19,5
51006,19,5
51007,19,5
51008,19,5
51009,19,5
51010,19,5
51011,19,5
51012,19,5
51014,19,5
51016,19,5
51018,19,5
51019,19,5
51020,19,5
51022,19,5
51023,19,5
51023,46,0
51024,19,5
51025,19,5
51026,19,5
51027,19,5
51028,19,5
51029,19,5
51030,19,5
51031,19,5
51033,19,5
51034,19,5
51035,19,5
51036,19,5
51037,19,5
51038,19,5
51039,19,5
51040,19,5
51041,19,5
51044,19,5
51046,19,5
51047,19,5
51048,19,5
51049,19,5
51050,19,5
51051,19,5
51052,19,5
51053,19,5
51054,19,5
51055,19,5
51056,19,5
51058,19,5
51060,19,5
51061,19,5
51062,19,5
51063,19,5
51101,19,5
51103,19,5
51104,19,5
51105,19,5
51106,19,5
51108,19,5
51109,19,5
51111,19,5
51201,19,5
51230,19,5
51231,19,5
51232,19,5
51234,19,5
51235,19,5
51237,19,5
51238,19,5
51239,19,5
51240,19,5
51241,19,5
51242,19,5
51243,19,5
51244,19,5
51245,19,5
51246,19,5
51247,19,5
51248,19,5
51249,19,5
51250,19,5
51301,19,5
51331,19,5
51333,19,5
51334,19,4
51334,19,5
51338,19,5
51341,19,5
51342,19,4
51343,19,5
51345,19,5
51346,19,5
51347,19,5
51350,19,5
51351,19,5
51354,19,5
51355,19,5
51357,19,5
51358,19,4
51358,19,5
51360,19,5
51360,27,1
51363,19,5
51364,19,4
51364,19,5
51365,19,4
51366,19,5
51401,19,5
51430,19,5
51431,19,5
51433,19,4
51433,19,5
51436,19,5
51439,19,5
51440,19,5
51441,19,5
51442,19,5
51443,19,5
51444,19,5
51445,19,5
51446,19,5
51447,19,5
51448,19,5
51449,19,4
51449,19,5
51450,19,5
51451,19,5
51453,19,4
51453,19,5
51454,19,5
51455,19,5
51458,19,5
51459,19,5
51461,19,5
51462,19,4
51463,19,5
51465,19,5
51466,19,5
51467,19,5
51501,19,5
51503,19,5
51510,19,5
51520,19,5
51521,19,5
51523,19,5
51525,19,5
51526,19,5
51527,19,5
51528,19,5
51529,19,5
51530,19,5
51531,19,5
51532,19,5
51533,19,5
51534,19,5
51535,19,5
51536,19,5
51537,19,5
51540,19,5
51541,19,5
51542,19,5
51543,19,5
51544,19,5
51545,19,5
51546,19,5
51548,19,5
51549,19,5
51550,19,5
51551,19,5
51552,19,5
51553,19,5
51554,19,5
51555,19,5
51556,19,5
51557,19,5
51557,31,1
51558,19,5
51559,19,5
51560,19,5
51561,19,5
51562,19,5
51563,19,5
51564,19,5
51565,19,5
51566,19,5
51570,19,5
51571,19,5
51572,19,5
51573,19,5
51575,19,5
51576,19,5
51577,19,5
51578,19,5
51579,19,5
51601,19,5
51630,19,5
51631,19,5
51632,19,5
51636,19,5
51637,19,5
51638,19,5
51639,19,5
51640,19,5
51640,29,6
51645,19,5
51646,19,5
