ZCTA5,STATE,CD
30520,13,10
30521,13,10
30522,13,9
30523,13,10
30525,13,10
30527,13,9
30528,13,9
30529,13,10
30530,13,10
30531,13,9
30531,13,10
30533,13,9
30534,13,6
30534,13,9
30535,13,10
30536,13,9
30537,13,10
30538,13,10
30540,13,9
30541,13,9
30542,13,9
30543,13,9
30543,13,10
30545,13,9
30546,13,10
30547,13,10
30548,13,7
30548,13,9
30548,13,10
30549,13,10
30552,13,10
30553,13,10
30554,13,9
30554,13,10
30555,13,9
30557,13,10
30558,13,10
30559,13,9
30560,13,9
30562,13,10
30563,13,10
30564,13,9
30565,13,10
30566,13,9
30567,13,9
30567,13,10
30568,13,10
30571,13,9
30572,13,9
30573,13,10
30575,13,9
30575,13,10
30576,13,10
30577,13,10
30581,13,10
30582,13,9
30582,13,10
30601,13,10
30602,13,10
30605,13,10
30606,13,10
30607,13,10
30609,13,10
30619,13,10
30620,13,7
30621,13,10
30622,13,7
30622,13,10
30623,13,10
30624,13,10
30625,13,10
30627,13,10
30628,13,10
30629,13,10
30630,13,10
30631,13,10
30631,13,12
30633,13,10
30634,13,10
30635,13,10
30641,13,7
30641,13,10
30642,13,10
30643,13,10
30646,13,10
30648,13,10
30650,13,7
30650,13,10
30655,13,7
30656,13,7
30660,13,10
30662,13,10
30663,13,10
30664,13,12
30665,13,10
30666,13,7
30666,13,10
30667,13,10
30668,13,10
30669,13,10
30669,13,12
30673,13,10
30677,13,10
30678,13,10
30678,13,12
30680,13,7
30680,13,10
30683,13,10
30701,13,9
30701,13,11
30705,13,9
30707,13,9
30708,13,9
30710,13,9
30711,13,9
30720,13,9
30721,13,9
30725,13,9
30726,13,9
30728,13,9
30730,13,11
30731,13,9
30731,13,11
30733,13,11
30734,13,9
30735,13,9
30735,13,11
30736,13,9
30738,13,9
30739,13,9
30740,13,9
30741,13,9
30742,13,9
30746,13,9
30746,13,11
30747,13,9
30747,13,11
30750,13,9
30751,13,9
30752,13,9
30753,13,9
30753,13,11
30755,13,9
30756,13,9
30757,13,9
30802,13,10
30803,13,12
30805,13,10
30805,13,12
30807,13,12
30808,13,10
30809,13,10
30810,13,12
30812,13,12
30813,13,10
30814,13,10
30815,13,10
30815,13,12
30816,13,12
30817,13,10
30818,13,12
30820,13,12
30821,13,12
30822,13,12
30823,13,12
30824,13,10
30824,13,12
30828,13,12
30830,13,12
30833,13,12
30901,13,10
30901,13,12
30903,13,10
30904,13,10
30904,13,12
30905,13,10
30905,13,12
30906,13,10
30906,13,12
30907,13,10
30909,13,10
30909,13,12
30912,13,10
31001,13,8
31002,13,8
31002,13,12
31003,13,8
31005,13,8
31006,13,2
31007,13,2
31008,13,2
31008,13,8
31009,13,8
31011,13,8
31012,13,8
31014,13,8
31015,13,2
31015,13,8
31016,13,2
31016,13,3
31016,13,8
31017,13,8
31018,13,12
31019,13,8
31020,13,8
31021,13,8
31022,13,8
31023,13,8
31024,13,10
31025,13,8
31027,13,8
31028,13,8
31029,13,8
31030,13,2
31030,13,8
31031,13,8
31032,13,8
31033,13,8
31033,13,12
31035,13,12
31036,13,8
31037,13,1
31037,13,8
31038,13,8
31039,13,2
31041,13,2
31042,13,8
31044,13,8
31045,13,12
31046,13,8
31047,13,8
31049,13,12
31050,13,2
31051,13,2
31052,13,2
31052,13,8
31054,13,8
31055,13,1
31057,13,2
31058,13,2
31060,13,1
31060,13,8
31061,13,8
31061,13,10
31061,13,12
31062,13,12
31063,13,2
31064,13,8
31065,13,8
31066,13,2
31066,13,8
31067,13,12
31068,13,2
31069,13,2
31069,13,8
31070,13,2
31071,13,8
31072,13,2
31072,13,8
31075,13,8
31076,13,2
31077,13,1
31077,13,8
31078,13,2
31079,13,8
31081,13,2
31082,13,12
31083,13,1
31084,13,8
31085,13,8
31087,13,12
31088,13,8
31089,13,12
31090,13,8
31091,13,2
31091,13,8
31092,13,2
31093,13,8
31094,13,12
31096,13,12
31097,13,3
31097,13,8
31098,13,8
31201,13,8
31204,13,8
31206,13,8
31207,13,8
31210,13,8
31211,13,8
31213,13,8
31216,13,8
31217,13,8
31220,13,8
31301,13,1
31302,13,12
31303,13,12
31304,13,1
31305,13,1
31307,13,12
31308,13,1
31308,13,12
31309,13,1
31312,13,12
31313,13,1
31314,13,1
31315,13,1
31316,13,1
31318,13,12
31320,13,1
31321,13,1
31321,13,12
31322,13,12
31323,13,1
31324,13,1
31326,13,12
31327,13,1
31328,13,1
31329,13,12
31331,13,1
31401,13,12
31404,13,1
31404,13,12
31405,13,12
31406,13,1
31406,13,12
31407,13,12
31408,13,12
31409,13,12
31410,13,1
31410,13,12
31411,13,1
31415,13,12
31419,13,1
31419,13,12
31501,13,1
31503,13,1
31510,13,1
31512,13,1
31513,13,1
31516,13,1
31518,13,1
31519,13,1
31520,13,1
31522,13,1
31523,13,1
31524,13,1
31525,13,1
31527,13,1
31532,13,1
31533,13,1
31535,13,1
31537,13,1
31539,13,1
31542,13,1
31543,13,1
31544,13,1
31545,13,1
31546,13,1
31547,13,1
31548,13,1
31549,13,1
31550,13,1
31551,13,1
31552,13,1
31553,13,1
31554,13,1
31555,13,1
31556,13,1
31557,13,1
31558,13,1
31560,13,1
31561,13,1
31562,13,1
31563,13,1
31565,13,1
31566,13,1
31567,13,1
31568,13,1
31569,13,1
31601,13,1
31601,13,2
31602,13,1
31602,13,2
31605,13,1
31606,13,1
31620,13,1
31622,13,1
31623,13,1
31624,13,1
31625,13,2
31626,13,2
31627,13,1
31629,13,2
31630,13,1
31631,13,1
31632,13,1
31632,13,2
31634,13,1
31635,13,1
31636,13,1
31636,13,2
31637,13,1
31637,13,8
31638,13,2
31639,13,1
31641,13,1
31642,13,1
31643,13,2
31645,13,1
31647,13,1
31648,13,1
31649,13,1
31650,13,1
31698,13,1
31699,13,1
31701,13,2
31705,13,2
31705,13,8
31707,13,2
31709,13,2
31711,13,2
31712,13,2
31714,13,2
31714,13,8
31716,13,2
31719,13,2
31720,13,2
31721,13,2
31722,13,8
31730,13,2
31733,13,8
31735,13,2
31738,13,2
31738,13,8
31743,13,2
31744,13,2
31744,13,8
31747,13,8
31749,13,1
31749,13,8
31750,13,8
31756,13,8
31757,13,2
31763,13,2
31764,13,2
31765,13,2
31765,13,8
31768,13,8
31771,13,8
31772,13,2
31773,13,2
31774,13,8
31775,13,8
31778,13,2
31778,13,8
31779,13,2
31780,13,2
31781,13,2
31781,13,8
31783,13,8
31784,13,2
31787,13,2
31788,13,8
31789,13,2
31789,13,8
31790,13,8
31791,13,2
31791,13,8
31792,13,2
31793,13,8
31794,13,1
31794,13,8
31795,13,8
31796,13,2
31798,13,1
31798,13,8
31801,13,2
31801,13,3
31803,13,2
31804,13,3
31805,13,2
31806,13,2
31807,13,3
31808,13,3
31810,13,2
31811,13,3
31812,13,2
31814,13,2
31815,13,2
31816,13,2
31816,13,3
31820,13,3
31821,13,2
31822,13,3
31823,13,3
31824,13,2
31825,13,2
31826,13,2
31826,13,3
31827,13,2
31829,13,3
31830,13,3
31831,13,2
31831,13,3
31832,13,2
31833,13,3
31836,13,2
31901,13,2
31901,13,3
31903,13,2
31904,13,2
31904,13,3
31905,1,3
31905,13,2
31905,13,3
31906,13,2
31906,13,3
31907,13,2
31907,13,3
31909,13,3
32003,12,3
32003,12,6
32008,12,2
32008,12,6
32009,12,4
32011,12,4
32024,12,2
32024,12,4
32025,12,4
32026,12,6
32033,12,7
32034,12,4
32038,12,4
32040,12,4
32043,12,3
32043,12,6
32044,12,6
32046,12,4
32052,12,4
32053,12,4
32054,12,4
32054,12,6
32055,12,4
32058,12,4
32058,12,6
32059,12,4
32060,12,2
32061,12,4
32062,12,2
32063,12,4
32064,12,2
32065,12,6
32066,12,2
32068,12,6
32071,12,2
32072,12,4
32073,12,3
32073,12,6
32079,12,6
32080,12,7
32081,12,7
32082,12,7
32083,12,4
32083,12,6
32084,12,7
32086,12,7
32087,12,4
32091,12,6
32092,12,7
32094,12,2
32094,12,4
32095,12,7
32096,12,2
32096,12,4
32097,12,4
32102,12,3
32110,12,7
32112,12,3
32112,12,7
32113,12,3
32113,12,6
32113,12,8
32114,12,7
32114,12,24
32117,12,7
32118,12,7
32118,12,24
32119,12,7
32119,12,24
32124,12,7
32124,12,24
32127,12,24
32128,12,24
32129,12,24
32130,12,3
32130,12,7
32130,12,24
32131,12,3
32131,12,7
32132,12,24
32133,12,6
32134,12,3
32134,12,8
32136,12,7
32137,12,7
32139,12,3
32139,12,7
32140,12,3
32141,12,24
32145,12,7
32147,12,3
32148,12,3
32157,12,7
32159,12,5
32159,12,6
32162,12,5
32162,12,6
32164,12,7
32168,12,24
32169,12,24
32174,12,7
32174,12,24
32176,12,7
32177,12,3
32177,12,7
32179,12,6
32179,12,8
32180,12,3
32180,12,7
32181,12,7
32187,12,7
32189,12,7
32190,12,3
32190,12,7
32193,12,7
32195,12,6
32202,12,3
32202,12,4
32204,12,3
32204,12,4
32205,12,3
32205,12,4
32206,12,3
32207,12,3
32207,12,4
32208,12,3
32209,12,3
32210,12,3
32210,12,4
32210,12,6
32211,12,3
32211,12,4
32212,12,3
32212,12,4
32216,12,3
32216,12,4
32217,12,4
32218,12,3
32218,12,4
32218,12,6
32219,12,3
32219,12,4
32219,12,6
32220,12,6
32221,12,6
32222,12,6
32223,12,3
32223,12,4
32224,12,4
32224,12,7
32225,12,4
32226,12,4
32227,12,4
32228,12,4
32233,12,4
32234,12,4
32234,12,6
32244,12,3
32244,12,4
32244,12,6
32246,12,4
32250,12,4
32254,12,3
32254,12,6
32256,12,4
32257,12,4
32258,12,4
32259,12,7
32266,12,4
32277,12,3
32277,12,4
32301,12,2
32301,12,4
32303,12,2
32304,12,2
32305,12,2
32308,12,2
32309,12,2
32310,12,2
32311,12,2
32311,12,4
32312,12,2
32317,12,2
32317,12,4
32320,12,2
32321,12,2
32322,12,2
32323,12,2
32324,12,2
32327,12,2
32328,12,2
32330,12,2
32331,12,2
32331,12,4
32332,12,2
32333,12,2
32334,12,2
32336,12,2
32336,12,4
32340,12,4
32343,12,2
32344,12,2
32344,12,4
32346,12,2
32347,12,2
32348,12,2
32350,12,4
32351,12,2
32352,12,2
32355,12,2
32356,12,2
32358,12,2
32359,12,2
32361,12,2
32399,12,2
32401,12,2
32403,12,2
32404,12,2
32405,12,2
32407,12,2
32408,12,2
32409,12,2
32410,12,2
32413,12,2
32420,12,1
32420,12,2
32421,12,2
32423,12,2
32424,12,2
32425,12,1
32426,12,2
32427,12,1
32428,12,1
32430,12,2
32431,12,1
32431,12,2
32432,12,2
32433,12,1
32435,12,1
32437,12,1
32437,12,2
32438,12,1
32438,12,2
32439,12,1
32440,12,1
32440,12,2
32442,12,2
32443,12,2
32444,12,2
32445,12,2
32446,12,2
32447,12,2
32448,12,2
32449,12,2
32455,12,1
32456,12,2
32459,12,2
32460,12,2
32461,12,2
32462,12,1
32462,12,2
32463,12,1
32464,12,1
32465,12,2
32466,12,1
32466,12,2
32501,12,1
32502,12,1
32503,12,1
32504,12,1
32505,12,1
32506,12,1
32507,12,1
32508,12,1
32509,12,1
32511,12,1
32514,12,1
32526,12,1
32530,12,1
32531,12,1
32533,12,1
32534,12,1
32535,12,1
32536,12,1
32539,12,1
32541,12,1
32541,12,2
32542,12,1
32544,12,1
32547,12,1
32548,12,1
32550,12,2
32561,12,1
32563,12,1
32564,12,1
32565,12,1
32566,12,1
32567,12,1
32568,12,1
32569,12,1
32570,12,1
32571,12,1
32577,12,1
32578,12,1
32578,12,2
32579,12,1
32580,12,1
32583,12,1
32601,12,3
32601,12,6
32603,12,3
32603,12,6
32605,12,3
32605,12,6
32606,12,6
32607,12,6
32608,12,6
32609,12,3
32609,12,6
32612,12,6
32615,12,6
32616,12,6
32617,12,8
32618,12,5
32618,12,6
32619,12,6
32621,12,5
32621,12,6
32622,12,6
32625,12,5
32626,12,5
32628,12,2
32631,12,3
32631,12,6
32639,12,5
32640,12,3
32640,12,6
32641,12,3
32641,12,6
32643,12,4
32643,12,6
32648,12,2
32653,12,3
32653,12,6
32656,12,6
32658,12,6
32664,12,6
32666,12,3
32666,12,6
32667,12,3
32667,12,6
32668,12,5
32668,12,6
32669,12,5
32669,12,6
32680,12,2
32681,12,6
32683,12,5
32686,12,6
32692,12,2
32693,12,5
32693,12,6
32694,12,6
32696,12,5
32696,12,6
32697,12,4
32701,12,7
32701,12,24
32702,12,3
32702,12,8
32703,12,3
32703,12,8
32703,12,24
32707,12,7
32707,12,24
32708,12,7
32708,12,24
32709,12,24
32712,12,3
32712,12,24
32713,12,3
32713,12,7
32714,12,7
32714,12,24
32720,12,3
32720,12,7
32724,12,3
32724,12,7
32724,12,24
32725,12,3
32725,12,7
32725,12,24
32726,12,8
32730,12,7
32730,12,24
32732,12,24
32735,12,8
32736,12,3
32736,12,8
32738,12,7
32738,12,24
32744,12,7
32746,12,7
32750,12,7
32751,12,3
32751,12,7
32751,12,24
32754,12,24
32757,12,3
32757,12,8
32757,12,24
32759,12,24
32763,12,3
32763,12,7
32764,12,7
32764,12,24
32765,12,7
32765,12,24
32766,12,24
32767,12,3
32771,12,3
32771,12,7
32773,12,3
32773,12,7
32776,12,3
32776,12,24
32778,12,5
32778,12,8
32779,12,7
32779,12,24
32780,12,24
32784,12,3
32784,12,8
32789,12,3
32789,12,7
32789,12,8
32789,12,24
32792,12,8
32792,12,24
32796,12,24
32798,12,3
32798,12,24
32801,12,3
32801,12,8
32803,12,8
32804,12,3
32804,12,8
32805,12,3
32805,12,8
32806,12,8
32807,12,8
32808,12,3
32809,12,3
32809,12,8
32810,12,3
32810,12,8
32810,12,24
32811,12,3
32811,12,8
32812,12,8
32814,12,8
32817,12,8
32817,12,24
32818,12,3
32818,12,8
32819,12,3
32819,12,8
32820,12,24
32821,12,8
32822,12,8
32824,12,8
32824,12,24
32825,12,8
32825,12,24
32826,12,24
32827,12,8
32827,12,24
32828,12,24
32829,12,8
32829,12,24
32830,12,8
32831,12,24
32832,12,24
32833,12,24
32835,12,3
32835,12,8
32836,12,8
32837,12,8
32839,12,3
32839,12,8
32901,12,15
32903,12,15
32904,12,15
32905,12,15
32907,12,15
32908,12,15
32909,12,15
32920,12,15
32922,12,15
32922,12,24
32925,12,15
32926,12,15
32926,12,24
32927,12,24
32931,12,15
32934,12,15
32935,12,15
32937,12,15
32940,12,15
32948,12,15
32949,12,15
32950,12,15
32951,12,15
32952,12,15
32952,12,24
32953,12,15
32953,12,24
32955,12,15
32958,12,15
32960,12,15
32962,12,15
32963,12,15
32966,12,15
32967,12,15
32968,12,15
32970,12,15
32976,12,15
33001,12,18
33004,12,20
33004,12,22
33009,12,17
33009,12,20
33010,12,18
33010,12,21
33012,12,21
33013,12,17
33013,12,21
33014,12,21
33015,12,21
33015,12,25
33016,12,21
33016,12,25
33018,12,25
33019,12,20
33019,12,22
33020,12,17
33020,12,20
33021,12,17
33021,12,20
33023,12,17
33024,12,17
33024,12,20
33025,12,17
33025,12,21
33025,12,23
33026,12,17
33026,12,20
33027,12,21
33027,12,23
33028,12,21
33028,12,23
33029,12,21
33029,12,23
33030,12,25
33031,12,25
33032,12,18
33032,12,25
33033,12,18
33033,12,25
33034,12,18
33034,12,25
33035,12,18
33035,12,25
33036,12,18
33037,12,18
33039,12,18
33040,12,18
33042,12,18
33043,12,18
33050,12,18
33051,12,18
33054,12,17
33054,12,21
33055,12,17
33055,12,21
33056,12,17
33060,12,22
33060,12,23
33062,12,22
33063,12,19
33064,12,19
33064,12,22
33064,12,23
33065,12,19
33065,12,22
33066,12,19
33067,12,19
33067,12,22
33068,12,23
33069,12,19
33069,12,23
33070,12,18
33071,12,19
33071,12,22
33073,12,19
33073,12,22
33076,12,19
33076,12,22
33101,12,17
33109,12,18
33122,12,21
33125,12,18
33126,12,18
33126,12,21
33127,12,17
33127,12,18
33128,12,17
33128,12,18
33129,12,18
33130,12,18
33131,12,18
33132,12,18
33133,12,18
33134,12,18
33135,12,18
33136,12,17
33136,12,18
33137,12,17
33137,12,18
33137,12,20
33138,12,17
33138,12,20
33139,12,18
33139,12,20
33140,12,18
33140,12,20
33141,12,18
33141,12,20
33142,12,17
33142,12,18
33142,12,21
33143,12,18
33143,12,21
33144,12,18
33144,12,21
33145,12,18
33146,12,18
33147,12,17
33147,12,18
33149,12,18
33150,12,17
33154,12,18
33154,12,20
33155,12,18
33155,12,21
33156,12,18
33156,12,21
33157,12,18
33157,12,21
33157,12,25
33158,12,18
33158,12,21
33160,12,17
33160,12,18
33160,12,20
33161,12,17
33161,12,20
33162,12,17
33165,12,18
33165,12,21
33166,12,21
33166,12,25
33167,12,17
33168,12,17
33169,12,17
33170,12,18
33170,12,25
33172,12,21
33173,12,21
33174,12,18
33174,12,21
33175,12,21
33175,12,25
33176,12,21
33176,12,25
33177,12,18
33177,12,21
33177,12,25
33178,12,21
33178,12,25
33179,12,17
33180,12,17
33180,12,20
33181,12,17
33181,12,20
33182,12,25
33183,12,21
33183,12,25
33184,12,25
33185,12,25
33186,12,21
33186,12,25
33187,12,25
33189,12,18
33189,12,25
33190,12,18
33190,12,25
33193,12,25
33194,12,25
33196,12,25
33301,12,20
33301,12,22
33301,12,23
33304,12,20
33304,12,22
33304,12,23
33305,12,20
33305,12,22
33305,12,23
33306,12,22
33308,12,22
33309,12,19
33309,12,20
33309,12,22
33309,12,23
33311,12,20
33311,12,23
33312,12,20
33312,12,22
33312,12,23
33313,12,20
33313,12,23
33314,12,20
33314,12,22
33315,12,20
33315,12,22
33315,12,23
33316,12,20
33316,12,22
33317,12,20
33317,12,22
33317,12,23
33319,12,20
33319,12,23
33321,12,19
33321,12,20
33321,12,23
33322,12,20
33322,12,23
33323,12,20
33324,12,20
33325,12,20
33326,12,20
33327,12,20
33327,12,23
33328,12,20
33328,12,22
33330,12,20
33330,12,22
33330,12,23
33331,12,20
33331,12,23
33332,12,20
33332,12,21
33332,12,23
33334,12,20
33334,12,22
33351,12,20
33351,12,23
33401,12,22
33401,12,23
33403,12,22
33403,12,23
33404,12,22
33404,12,23
33405,12,22
33405,12,23
33406,12,19
33406,12,22
33406,12,23
33407,12,22
33407,12,23
33408,12,22
33408,12,23
33409,12,19
33409,12,23
33410,12,16
33410,12,22
33411,12,16
33411,12,19
33411,12,22
33411,12,23
33412,12,16
33412,12,22
33413,12,19
33413,12,23
33414,12,16
33414,12,19
33414,12,23
33415,12,19
33415,12,22
33415,12,23
33417,12,19
33417,12,23
33418,12,16
33418,12,22
33426,12,19
33426,12,22
33426,12,23
33428,12,19
33430,12,23
33431,12,19
33431,12,22
33432,12,22
33433,12,19
33433,12,22
33434,12,19
33434,12,22
33435,12,22
33435,12,23
33436,12,19
33436,12,22
33437,12,19
33438,12,23
33440,12,16
33440,12,23
33441,12,19
33441,12,22
33441,12,23
33442,12,19
33442,12,22
33444,12,22
33444,12,23
33445,12,19
33445,12,22
33445,12,23
33446,12,19
33449,12,16
33449,12,23
33455,12,16
33458,12,16
33458,12,22
33460,12,22
33460,12,23
33461,12,19
33461,12,22
33461,12,23
33462,12,19
33462,12,22
33462,12,23
33463,12,19
33463,12,22
33467,12,19
33469,12,16
33470,12,16
33470,12,23
33471,12,16
33472,12,19
33472,12,23
33473,12,19
33476,12,23
33477,12,16
33477,12,22
33478,12,16
33478,12,22
33480,12,22
33483,12,22
33483,12,23
33484,12,19
33486,12,19
33486,12,22
33487,12,19
33487,12,22
33493,12,23
33496,12,19
33498,12,19
33503,12,12
33510,12,12
33511,12,9
33511,12,12
33513,12,5
33514,12,5
33521,12,5
33523,12,5
33525,12,5
33527,12,9
33527,12,12
33534,12,11
33534,12,12
33538,12,5
33540,12,5
33540,12,9
33541,12,5
33542,12,5
33543,12,5
33544,12,5
33545,12,5
33547,12,9
33547,12,12
33548,12,5
33548,12,9
33549,12,5
33549,12,9
33549,12,11
33556,12,5
33556,12,9
33558,12,5
33558,12,9
33559,12,5
33559,12,9
33559,12,11
33563,12,9
33563,12,12
33565,12,9
33566,12,9
33566,12,12
33567,12,9
33567,12,12
33569,12,9
33569,12,12
33570,12,11
33570,12,12
33572,12,11
33572,12,12
33573,12,12
33576,12,5
33578,12,11
33578,12,12
33579,12,9
33579,12,12
33584,12,9
33584,12,12
33585,12,5
33592,12,9
33592,12,12
33594,12,9
33594,12,12
33596,12,9
33596,12,12
33597,12,5
33598,12,9
33598,12,12
33598,12,13
33602,12,11
33603,12,11
33604,12,11
33605,12,11
33606,12,11
33607,12,11
33609,12,11
33610,12,11
33610,12,12
33611,12,11
33612,12,9
33612,12,11
33613,12,9
33613,12,11
33614,12,11
33615,12,11
33616,12,11
33617,12,9
33617,12,11
33617,12,12
33618,12,9
33618,12,11
33619,12,11
33619,12,12
33620,12,11
33621,12,11
33624,12,9
33624,12,11
33625,12,9
33625,12,11
33626,12,9
33629,12,11
33634,12,11
33635,12,11
33637,12,9
33637,12,11
33637,12,12
33647,12,9
33647,12,11
33701,12,10
33701,12,11
33702,12,10
33703,12,10
33704,12,10
33705,12,10
33705,12,11
33706,12,10
33707,12,10
33707,12,11
33708,12,10
33709,12,10
33710,12,10
33710,12,11
33711,12,10
33711,12,11
33712,12,10
33712,12,11
33713,12,10
33713,12,11
33714,12,10
33715,12,10
33716,12,10
33744,12,10
33755,12,9
33755,12,10
33756,12,9
33756,12,10
33759,12,9
33760,12,10
33761,12,9
33761,12,10
33762,12,10
33763,12,9
33763,12,10
33764,12,9
33764,12,10
33765,12,9
33765,12,10
33767,12,10
33770,12,10
33771,12,10
33772,12,10
33773,12,10
33774,12,10
33776,12,10
33777,12,10
33778,12,10
33781,12,10
33782,12,10
33785,12,10
33786,12,10
33801,12,12
33803,12,12
33805,12,12
33809,12,5
33809,12,12
33810,12,5
33810,12,9
33810,12,12
33811,12,12
33812,12,12
33813,12,12
33815,12,12
33823,12,12
33825,12,12
33825,12,13
33825,12,16
33827,12,12
33830,12,12
33834,12,12
33834,12,13
33837,12,12
33837,12,15
33838,12,12
33839,12,12
33841,12,12
33843,12,12
33844,12,12
33844,12,15
33847,12,12
33848,12,8
33848,12,15
33849,12,5
33850,12,12
33851,12,12
33852,12,16
33853,12,12
33854,12,12
33855,12,12
33856,12,12
33857,12,16
33859,12,12
33860,12,12
33865,12,13
33867,12,12
33868,12,5
33868,12,12
33868,12,15
33870,12,16
33872,12,16
33873,12,13
33875,12,16
33876,12,16
33877,12,12
33880,12,12
33881,12,12
33884,12,12
33890,12,13
33896,12,12
33896,12,15
33897,12,15
33898,12,12
33901,12,14
33903,12,14
33904,12,14
33905,12,14
33907,12,14
33908,12,14
33909,12,14
33912,12,14
33913,12,14
33914,12,14
33916,12,14
33917,12,14
33917,12,16
33919,12,14
33920,12,14
33921,12,13
33921,12,14
33922,12,14
33924,12,14
33928,12,14
33930,12,16
33931,12,14
33935,12,16
33936,12,14
33936,12,16
33944,12,16
33945,12,14
33946,12,13
33946,12,14
33947,12,13
33947,12,14
33948,12,14
33948,12,16
33950,12,16
33952,12,16
33953,12,14
33953,12,16
33954,12,14
33954,12,16
33955,12,14
33955,12,16
33956,12,14
33957,12,14
33960,12,16
33965,12,14
33966,12,14
33967,12,14
33971,12,14
33972,12,14
33973,12,14
33974,12,14
33976,12,14
33980,12,16
33981,12,13
33981,12,14
33982,12,16
33983,12,16
33990,12,14
33991,12,14
33993,12,14
34101,12,14
34102,12,14
34103,12,14
34104,12,14
34105,12,14
34108,12,14
34109,12,14
34110,12,14
34112,12,14
34113,12,14
34113,12,25
34114,12,14
34114,12,25
34116,12,14
34116,12,25
34117,12,25
34119,12,14
34119,12,25
34120,12,25
34134,12,14
34135,12,14
34137,12,25
34138,12,25
34139,12,25
34140,12,14
34141,12,25
34142,12,16
34142,12,23
34142,12,25
34145,12,14
34201,12,13
34202,12,13
34203,12,13
34205,12,11
34205,12,13
34207,12,13
34208,12,11
34208,12,13
34209,12,13
34210,12,13
34211,12,13
34212,12,13
34215,12,13
34216,12,13
34217,12,13
34219,12,13
34221,12,11
34221,12,13
34222,12,11
34222,12,13
34223,12,13
34224,12,13
34224,12,14
34228,12,13
34229,12,13
34231,12,13
34232,12,13
34233,12,13
34234,12,13
34235,12,13
34236,12,13
34237,12,13
34238,12,13
34239,12,13
34240,12,13
34241,12,13
34242,12,13
34243,12,13
34251,12,13
34266,12,13
34268,12,13
34269,12,13
34275,12,13
34285,12,13
34286,12,13
34287,12,13
34288,12,13
34289,12,13
34291,12,13
34292,12,13
34293,12,13
34420,12,6
34428,12,5
34429,12,5
34431,12,5
34432,12,5
34432,12,6
34433,12,5
34434,12,5
34436,12,5
34442,12,5
34445,12,5
34446,12,5
34448,12,5
34449,12,5
34450,12,5
34452,12,5
34453,12,5
34461,12,5
34465,12,5
34470,12,6
34470,12,8
34471,12,6
34471,12,8
34472,12,6
34472,12,8
34473,12,6
34474,12,6
34475,12,6
34475,12,8
34476,12,6
34479,12,8
34480,12,6
34480,12,8
34481,12,5
34481,12,6
34482,12,5
34482,12,6
34484,12,5
34488,12,3
34488,12,8
34491,12,6
34498,12,5
34601,12,5
34602,12,5
34604,12,5
34606,12,5
34607,12,5
34608,12,5
34609,12,5
34610,12,5
34613,12,5
34614,12,5
34637,12,5
34638,12,5
34639,12,5
34652,12,9
34653,12,5
34653,12,9
34654,12,5
34654,12,9
34655,12,5
34655,12,9
34661,12,5
34667,12,5
34667,12,9
34668,12,9
34669,12,5
34669,12,9
34677,12,9
34679,12,9
34681,12,10
34683,12,9
34683,12,10
34684,12,9
34684,12,10
34685,12,9
34688,12,9
34689,12,9
34690,12,9
34691,12,9
34695,12,9
34698,12,10
34705,12,8
34711,12,5
34714,12,5
34714,12,15
34715,12,5
34715,12,8
34731,12,6
34734,12,8
34736,12,5
34737,12,5
34739,12,15
34741,12,15
34743,12,15
34744,12,15
34746,12,8
34746,12,15
34747,12,8
34747,12,15
34748,12,5
34748,12,6
34753,12,5
34756,12,8
34758,12,12
34758,12,15
34759,12,12
34759,12,15
34760,12,8
34761,12,3
34761,12,8
34762,12,5
34769,12,15
34771,12,15
34772,12,15
34773,12,15
34785,12,5
34786,12,8
34787,12,5
34787,12,8
34788,12,5
34788,12,8
34797,12,5
34945,12,16
34945,12,23
34946,12,16
34946,12,23
34947,12,16
34947,12,23
34949,12,16
34950,12,16
34950,12,23
34951,12,16
34951,12,23
34952,12,16
34953,12,16
34956,12,16
34956,12,23
34957,12,16
34972,12,15
34972,12,16
34972,12,23
34974,12,16
34974,12,23
34981,12,16
34981,12,23
34982,12,16
34982,12,23
34983,12,16
34984,12,16
34986,12,16
34986,12,23
34987,12,16
34987,12,23
34990,12,16
34994,12,16
34996,12,16
34997,12,16
35004,1,6
35005,1,6
35005,1,7
35006,1,4
35006,1,6
35006,1,7
35007,1,6
35010,1,2
35010,1,3
35013,1,4
35014,1,3
35016,1,4
35019,1,4
35020,1,6
35020,1,7
35022,1,6
35022,1,7
35023,1,6
35023,1,7
35031,1,4
35032,1,3
35033,1,4
35034,1,6
35034,1,7
35035,1,6
35036,1,7
35040,1,6
35042,1,6
35043,1,6
35044,1,3
35045,1,6
35046,1,6
35049,1,4
35051,1,6
35052,1,6
35053,1,4
35054,1,6
35055,1,4
35057,1,4
35058,1,4
35060,1,6
35061,1,7
35062,1,4
35062,1,6
35063,1,4
35063,1,6
35064,1,7
35068,1,6
35068,1,7
35070,1,4
35071,1,6
35072,1,3
35072,1,6
35073,1,6
35073,1,7
35074,1,6
35077,1,4
35078,1,6
35079,1,4
35079,1,6
35080,1,6
35082,1,3
35083,1,4
35085,1,6
35087,1,4
35089,1,3
35091,1,6
35094,1,6
35096,1,3
35097,1,4
35098,1,4
35111,1,6
35111,1,7
35112,1,6
35114,1,6
35115,1,6
35116,1,6
35117,1,6
35117,1,7
35118,1,6
35118,1,7
35119,1,6
35120,1,6
35121,1,4
