id,qr_code_uid,qr_code_name
1739,2017/01/20/5tkis4i5o2_Sewell_district_1739.png,Sewell_district_1739.png
1754,2017/01/20/5q8192b21z_Smith_district_1754.png,Smith_district_1754.png
1769,2017/01/20/7yovpa9hxd_Sullivan_district_1769.png,Sullivan_district_1769.png
1789,2017/01/20/999znun44_Toomey_district_1789.png,Toomey_district_1789.png
1802,2017/01/20/7aq1nr2ril_Tsongas_district_1802.png,Tsongas_district_1802.png
1813,2017/01/20/517sccz0yo_Tipton_district_1813.png,Tipton_district_1813.png
1834,2017/01/20/3yqbbv0kwg_Visclosky_district_1834.png,Visclosky_district_1834.png
1850,2017/01/20/1681bmanhu_Wyden_district_1850.png,Wyden_district_1850.png
1858,2017/01/20/4oq3iqln2p_Walden_district_1858.png,Walden_district_1858.png
1879,2017/01/20/sh06xfr2o_Wilson_district_1879.png,Wilson_district_1879.png
1,2017/01/20/68yh63noqn_Brown_capitol_1.png,Brown_capitol_1.png
1898,2017/01/20/61252tqznk_Warren_district_1898.png,Warren_district_1898.png
1921,2017/01/20/7myxe9dhc1_Zinke_district_1921.png,Zinke_district_1921.png
8,2017/01/20/4prsdn0r45_Hatch_capitol_8.png,Hatch_capitol_8.png
9,2017/01/20/3rubdmeuge_Klobuchar_capitol_9.png,Klobuchar_capitol_9.png
24,2017/01/20/1oufpkecjl_Enzi_capitol_24.png,Enzi_capitol_24.png
27,2017/01/20/5k5cqfutqr_McConnell_capitol_27.png,McConnell_capitol_27.png
35,2017/01/20/3xa7puchom_Warner_capitol_35.png,Warner_capitol_35.png
48,2017/01/20/j5wmoz1bd_Bilirakis_capitol_48.png,Bilirakis_capitol_48.png
54,2017/01/20/4ds6ry38z9_Blumenthal_capitol_54.png,Blumenthal_capitol_54.png
66,2017/01/20/69jdb7uepl_Calvert_capitol_66.png,Calvert_capitol_66.png
73,2017/01/20/5velgf4e36_Chabot_capitol_73.png,Chabot_capitol_73.png
81,2017/01/20/2k3en09zzl_Coffman_capitol_81.png,Coffman_capitol_81.png
91,2017/01/20/2sf4ajigb_Crawford_capitol_91.png,Crawford_capitol_91.png
96,2017/01/20/5ddw1lcwb2_Davis_capitol_96.png,Davis_capitol_96.png
101,2017/01/20/8inmqob2qs_Denham_capitol_101.png,Denham_capitol_101.png
112,2017/01/20/4w7k0abfw6_Ellison_capitol_112.png,Ellison_capitol_112.png
121,2017/01/20/1dab2l9k82_Franks_capitol_121.png,Franks_capitol_121.png
123,2017/01/20/f10wgti85_Fudge_capitol_123.png,Fudge_capitol_123.png
132,2017/01/20/1vg2kohmy5_Grassley_capitol_132.png,Grassley_capitol_132.png
144,2017/01/20/8eb8s25dce_Hastings_capitol_144.png,Hastings_capitol_144.png
145,2017/01/20/2xzhlu9r93_Heinrich_capitol_145.png,Heinrich_capitol_145.png
163,2017/01/20/7qq9315b2q_Johnson_capitol_163.png,Johnson_capitol_163.png
169,2017/01/20/92ut86xai6_Kelly_capitol_169.png,Kelly_capitol_169.png
176,2017/01/20/6rw8ypq746_Lance_capitol_176.png,Lance_capitol_176.png
187,2017/01/20/37l2fqn2yp_Lipinski_capitol_187.png,Lipinski_capitol_187.png
192,2017/01/20/765kt4x50_Lowey_capitol_192.png,Lowey_capitol_192.png
198,2017/01/20/5mokmxwk2_Marchant_capitol_198.png,Marchant_capitol_198.png
211,2017/01/20/7rfgxez4i7_McNerney_capitol_211.png,McNerney_capitol_211.png
217,2017/01/20/9lqzs48lvd_Murkowski_capitol_217.png,Murkowski_capitol_217.png
221,2017/01/20/8pze1kfk50_Nadler_capitol_221.png,Nadler_capitol_221.png
234,2017/01/20/30pbru3nqo_Pelosi_capitol_234.png,Pelosi_capitol_234.png
240,2017/01/20/4ll4z2obeo_Polis_capitol_240.png,Polis_capitol_240.png
249,2017/01/20/4muoi0ak5v_Renacci_capitol_249.png,Renacci_capitol_249.png
260,2017/01/20/a32dzm0fd_Ross_capitol_260.png,Ross_capitol_260.png
264,2017/01/20/26q5qi6aue_Ruppersberger_capitol_264.png,Ruppersberger_capitol_264.png
271,2017/01/20/249ew7o37y_Schakowsky_capitol_271.png,Schakowsky_capitol_271.png
283,2017/01/20/51uxd5tko3_Sewell_capitol_283.png,Sewell_capitol_283.png
288,2017/01/20/341sa59zak_Simpson_capitol_288.png,Simpson_capitol_288.png
297,2017/01/20/6u19xu2mzx_S_nchez_capitol_297.png,Sánchez_capitol_297.png
308,2017/01/20/6608wxfya6_Turner_capitol_308.png,Turner_capitol_308.png
311,2017/01/20/9q9r24phtt_Vel_zquez_capitol_311.png,Velázquez_capitol_311.png
317,2017/01/20/29rbhgmydf_Waters_capitol_317.png,Waters_capitol_317.png
